Work_Location,Age,Experience_Years,Work_Hours_Per_Week,Salary,Sleep_Hours,Social_Interactions,Productivity,Isolation_Score,WellBeing_Score,Stress_Level
Remote,40,18.6,43.5,11886,8.5,6.1,70.4,7.82,3.18,High
Remote,32,10.8,42.4,10117,6,7.3,73,7.1,4.45,High
Office,25,3.4,54.1,7396,6.4,4.7,66.8,2.98,3.79,High
Office,28,5.5,43.6,7950,4.8,2.7,59.7,4.38,2.08,High
Remote,28,5.2,48.7,8186,7.4,7.1,79.2,8.12,2.99,High
Remote,38,16,45,10414,6.1,5.7,85.2,5.55,3.33,High
Remote,27,4,39.7,8333,7.1,6.3,79.3,5.42,3.86,High
Remote,23,1.5,45.1,7439,6.6,1.7,88.6,7.35,0.41,High
Remote,46,17,47,12446,5.6,5.6,65.8,7.43,2.3,High
Remote,37,14.4,35,10562,5.7,6.7,82.6,7.52,4.11,High
Hybrid,43,14,50,11385,7.1,7.7,71.3,2.22,6.57,Medium
Hybrid,32,8.7,50.5,9303,4.4,2,67.4,4.65,1.87,High
Remote,25,3.1,41.3,9007,4.5,5.1,72.7,5.77,2.4,High
Remote,29,6.8,38.9,9320,6.5,6.4,87.7,5.92,4.49,High
Office,32,10.1,52.6,9379,6.5,2.8,73.8,1.68,3.39,High
Office,33,9.3,44.3,8486,6.4,2.2,69.2,1.22,2.71,High
Remote,34,9.1,43.3,10343,7,7.2,78.6,5.47,4.01,High
Office,35,14,50.6,9214,7.6,1.1,63.5,2.86,2.62,High
Remote,21,0,38.8,6137,8.1,3.8,89.5,4.73,3.36,High
Office,21,0,40.5,5468,7.5,5.4,69.8,1.73,2.77,High
Hybrid,31,9.7,46.7,9307,4,4.8,51.9,5.07,1.08,High
Hybrid,47,15.7,45.4,11442,7.9,5,96.3,4.07,3.38,High
Remote,21,0,38.6,6629,7.9,0.1,80.5,6.69,1.96,High
Hybrid,33,8.7,40.9,8683,5.5,7,61.2,4.49,3.47,High
Remote,21,0,36.9,7204,4.5,6.7,73,4.57,3.28,High
Remote,24,2.9,49.1,7754,6.1,5,61.1,6.82,2.46,High
Office,37,14.6,49,9668,5.9,4.9,63.7,3.19,4.11,High
Remote,26,4.6,40.2,8186,7.3,6.7,85,4.55,3.6,High
Remote,34,11.6,39.3,9764,6.1,7.3,65.4,7.18,4.3,High
Remote,21,0,53.5,7095,6.5,6.5,55.3,9.42,1.54,High
Remote,24,3,47.7,8468,7.6,2.5,73.4,6.66,2.51,High
Remote,21,0,55.3,5861,5.6,6,76.7,6.97,2.72,High
Remote,27,5.5,43.7,8308,6.4,2.3,75.6,8.18,0.44,High
Office,40,14.1,47.6,9895,4.6,5.7,61.6,3.23,2.62,High
Remote,39,14.1,39.6,11692,5.7,4.2,80.9,6.68,2.87,High
Remote,51,21.6,38.1,13838,5.7,4.8,75.4,8.82,1.92,High
Remote,29,4.9,31.7,8796,7.8,5,75.7,10,1.69,High
Hybrid,36,13.5,46.4,9866,5.4,6.9,61.3,4.02,3.73,High
Remote,21,0,42.5,7094,7.3,5.6,67.8,8.53,2.84,High
Remote,39,16.1,43.6,11814,6,3.9,71.5,5.93,1.51,High
Remote,43,18.2,39.1,11568,6.4,7.5,77.1,7.44,2.59,High
Remote,52,26.8,49.4,14633,5.4,3.2,68.5,7.74,1.26,High
Remote,39,13.2,36.8,10896,7,4.6,76,5.46,1.91,High
Remote,46,18.7,41.3,11997,6.5,5.6,72.7,7.43,3.61,High
Office,39,12.3,51.2,8374,5.2,3.6,68,2.81,3.15,High
Office,30,6.7,57.3,7251,5.6,5.4,55.4,1.98,2.27,High
Remote,45,15.5,42.6,11298,5.5,7.7,68.2,9.01,2.48,High
Remote,38,15.1,38.6,11054,5.1,4.8,75.5,7.04,2.57,High
Hybrid,35,12.1,45.4,9691,6.5,5.9,75.7,1.59,3.87,High
Remote,43,19.1,44.6,10271,6.5,6.8,69.6,7.75,2.98,High
Remote,39,12.6,51.4,10745,5.8,7.1,62.5,7.48,3.62,High
Office,34,11.4,54.7,9310,6.1,1.5,64.6,3.64,1.89,High
Remote,30,8.1,31.2,9791,7.4,5.7,82.4,3.99,2.93,High
Remote,36,14.9,39.4,11950,5.5,5.7,52.8,7.98,4.14,High
Remote,21,0,44.1,6895,6.8,6.3,76.8,6.5,3.07,High
Remote,34,12.7,48.7,10822,7.1,0.1,78.2,6.17,2.56,High
Office,42,17,44.9,11684,4.9,2.8,77.7,1.62,2.36,High
Remote,32,7.9,48.9,9828,5.2,6.8,43.5,6.5,2.04,High
Remote,34,9.5,33.9,10208,7.4,6,73.6,5.21,4.42,High
Remote,24,2.3,36.2,8307,6.6,2.8,71.7,5.58,3.5,High
Hybrid,30,8.4,47.2,8769,7.1,4.5,49.4,1.77,4.38,High
Remote,33,8.3,37.6,9815,7.7,2.5,79.2,6.61,3.93,High
Hybrid,44,19.4,46.8,12346,4.3,2.5,44,3.45,2.16,High
Remote,39,12.5,40.8,11103,7.6,3.3,93.2,7.77,2.34,High
Office,48,17.8,37.3,9915,7.9,6.1,79.4,3.56,4.54,Medium
Remote,35,10.6,38.7,10685,5.2,6.6,70.2,6.32,2.5,High
Remote,29,5.3,38.3,8784,5.2,6.5,78,7.73,2.85,High
Remote,35,10.7,49,10744,5.8,2,57.1,6.9,2.14,High
Remote,21,0,45.3,6912,7,4.7,53.6,8.06,1.2,High
Remote,25,3.9,46.3,7858,8.1,8.4,72.1,7.37,4.4,High
Office,21,0,45.6,5000,5.1,5.5,57,2.4,3.71,High
Office,31,8.5,41.8,7473,7.5,5,69.6,2.51,3.89,High
Office,29,6.6,41.8,7729,6.9,9.2,54.6,2.92,3.44,High
Remote,34,11.2,30,10597,8.1,7.6,84.4,8.78,4.84,Medium
Remote,30,8.6,43.1,9206,4.6,4.3,64.2,7.74,1.25,High
Office,21,0,40.3,5318,5.2,4.1,60.4,2.96,3.24,High
Office,41,19.7,53.9,11344,6.9,2.9,59.8,3.06,3.8,High
Office,28,4.3,54.9,6996,6,3.4,70.4,4.3,2.29,High
Hybrid,35,13.9,47.3,10862,7,4.4,71.4,3.98,1.92,High
Office,32,9.6,42.4,7867,6.1,3.8,66.2,3.14,2.88,High
Remote,29,7,34.5,8900,5.9,4,73.2,4.96,3.3,High
Hybrid,44,20.7,45.4,12107,5.2,6.3,83.2,2.17,4.55,Medium
Remote,41,15.8,30,11304,7,4.7,71,6.35,3.22,High
Office,26,4,51.3,5911,7,2.5,64.7,4.06,2.65,High
Remote,21,0,45.7,6834,6.9,6.9,76.5,7.67,2.33,High
Office,22,0.8,49.2,6384,6.8,2.5,75.1,3.42,2.97,High
Remote,32,9,38.4,10129,6.4,5.4,60.4,7.18,0.76,High
Remote,47,22.2,47.4,12873,6.1,5,63.4,8.89,0.68,High
Hybrid,24,2.7,48.1,6830,6.4,6.3,78.5,4.49,3.41,High
Hybrid,25,2.7,41,7746,6.2,3.9,68.9,4.84,2.67,High
Office,26,4.4,33.5,6093,8.2,2.8,92.3,3.35,2.9,High
Remote,37,9.7,44.1,9805,6.8,4.4,62,6.52,2.48,High
Remote,29,6,40.8,8014,6.4,5.1,75.9,8.96,3.39,High
Hybrid,40,12.1,41.6,10727,4.8,5.4,81.8,3.65,4.12,High
Remote,41,13.4,57.1,10720,6.5,2.9,77.9,8.6,1.39,High
Remote,30,5.7,39.9,8194,5.5,8.3,57.9,8.33,3.73,High
Remote,34,9.3,44.4,9757,6.8,3.3,56.1,5.51,2.91,High
Office,46,18.7,55.1,10870,6,8.4,62.1,3.16,3.84,High
Office,37,11.8,47.7,9571,6.1,3,68.3,2.48,2.76,High
Office,27,5.5,57,6360,5.2,2.5,67.8,3.02,2.66,High
Hybrid,30,5.6,46.3,7401,9,5,73,4.84,4.14,High
Remote,39,10.8,44.6,10540,5.8,6.7,70.3,8.84,2.27,High
Remote,39,17.5,30,11553,6.4,4.8,87.1,2.84,4.36,High
Office,26,3.2,50.1,7222,6.4,2.4,66.8,3.12,2.85,High
Hybrid,31,9.6,43.5,9220,5.2,3.2,68.1,4.31,2.48,High
Office,38,10.2,53.8,8118,6,5.4,58.4,2.48,4.83,Medium
Remote,26,4,34.9,8047,7,5.3,89.6,8.28,2.66,High
Office,28,4.3,48.5,6376,5.9,6.3,65.7,1.46,3.41,High
Hybrid,28,5.2,35.8,7296,7.2,5.1,76.2,2.29,3.39,High
Remote,23,1.7,55.2,7022,6.6,2.3,71.5,7.84,1.41,High
Office,32,9.4,53,8778,5,4.3,55.3,3.55,2.89,High
Remote,21,0,46.1,7072,6,4.2,78.4,7.67,1.91,High
Remote,47,22.2,46.9,11894,5.7,5.4,72.2,6.99,3.01,High
Remote,34,9.6,35,10878,5,6.9,59.4,5.81,2.51,High
Remote,30,6.9,46.9,8815,6.2,5.2,78.3,6.1,3.67,High
Remote,44,15.3,40,11811,6.4,0.6,70.5,6.37,2.39,High
Remote,31,8.4,35.5,9330,7.4,4.7,83.4,7.21,3.56,High
Remote,34,9.1,41,10497,8,2.4,80.7,7.49,2.6,High
Office,28,6.4,40.6,6840,5.8,6,64.3,3.05,5.02,Medium
Remote,39,15.9,40.1,11874,7.4,6,56.8,6.36,3.18,High
Hybrid,38,13.6,42.3,10838,5.6,5.5,74.1,2.52,3.66,High
Remote,40,17.9,37,12504,4,6.1,60.1,5.46,1.82,High
Office,36,13.5,43.9,9740,5.4,5.6,69.2,3.66,2.74,High
Remote,29,7.2,38.1,8583,4.2,7.8,48.1,6.08,1.43,High
Remote,36,14.2,32.4,10936,8.1,6.4,73.4,7.55,3.33,High
Remote,21,0,47.5,7171,7.3,6.3,79.7,6.2,2.51,High
Remote,40,11.7,44.3,11127,5.8,6,51.7,7.45,1.76,High
Remote,30,6.8,52.7,9151,4.6,2.5,64.3,8.57,0.91,High
Remote,32,8,39.5,8628,7,8.1,78.7,6.2,4.75,Medium
Remote,32,7.3,43.1,8950,7.9,6.1,72,6.69,3.13,High
Office,22,1,51.9,6792,6,4.8,60.4,4.14,1.62,High
Hybrid,42,12.9,45,11082,8.2,3.9,72.7,3.55,4.18,High
Office,25,3.3,48,7096,6.9,6.8,74.1,1.53,3.74,High
Remote,52,26.7,45.7,14798,9,3.4,77.3,7.12,4.13,High
Office,35,13.7,52.9,8912,5.2,6.2,91.2,3.51,4.62,Medium
Office,34,8,51.3,7519,6.4,8.9,71.7,3.08,4.41,High
Remote,46,21.8,42.8,13307,8,6.9,90.3,8.41,3.02,High
Remote,38,15.3,41.4,10045,5,5.6,68.7,6.31,2.75,High
Office,43,17.6,55.2,10375,6.3,7.7,75.3,2.19,4.17,High
Office,31,8.7,49.4,8567,8.8,2.6,83,2.66,3.61,High
Remote,52,18.7,38.2,13616,7.1,7.8,85.2,7.31,3.96,High
Office,33,9.5,49.3,8472,5.4,4.7,63.9,3.97,3.23,High
Office,33,10.7,34.1,8946,6.9,5.4,69.9,2.31,4.42,High
Remote,23,1.9,49.4,7786,7.7,7.8,71.6,7.71,2.91,High
Remote,37,11.7,30,11798,7.2,3.9,64.8,7.24,3.11,High
Office,34,11.8,48.7,8867,5.7,2.1,61.8,2.64,1.81,High
Remote,35,10.4,39,9720,6.1,5.2,84.2,7.75,3.53,High
Office,23,1.6,42.9,6846,9,3.2,79.5,2.02,3.82,High
Hybrid,34,12.7,41.9,9969,6.4,5.8,85.7,4.11,4.02,High
Remote,37,14,43,10939,7.2,4.7,74.9,8.68,3,High
Hybrid,41,18.3,41.6,12354,7.6,4.4,87.5,4.71,4.01,High
Office,37,15.7,41.8,10240,5.6,4.5,74.3,2.34,2.27,High
Remote,45,22.2,36.8,13655,7.1,7.9,68.2,6.24,4.28,High
Remote,36,10.7,40.5,10387,6.6,5,73.5,5.83,3.53,High
Remote,26,3.8,52.1,8062,7.8,8.4,76.5,7.55,3.96,High
Remote,46,23,45.2,13143,7.2,5.1,83,4.81,2.72,High
Remote,21,0,42.7,6893,6.4,5.9,87.8,4.63,3.8,High
Office,55,33.1,48.2,15608,7.4,3.4,92.1,2.23,3.64,High
Hybrid,43,21.7,50.5,12266,6.9,3.7,80.5,3.96,3.86,High
Office,32,6.8,39.9,8206,6.7,4.2,72.5,3.74,2.53,High
Hybrid,39,15.6,58.5,10826,4.8,8,41.3,4.64,3.46,High
Remote,36,12.5,35.4,9878,6.7,4.2,66.8,5.87,1.06,High
Office,36,14.5,48.4,10051,9,4.8,77.8,1.52,4.02,High
Hybrid,34,9.9,45.3,9338,5.8,7.2,63.2,5.02,3.34,High
Office,40,16.3,41.2,9730,6.6,3.2,78.4,2.44,3.52,High
Remote,35,9.8,41.3,9873,4.7,5.5,75.5,5.11,1.1,High
Office,23,1.9,58.4,6028,6,7.3,64.7,2.85,3.19,High
Office,42,18.9,47,10952,6,2.7,52.5,3.27,2.24,High
Office,41,16.3,50.7,9969,6.9,2.2,67.6,2.77,3,High
Remote,41,19.1,44.4,12574,6.2,4.4,67.9,5.68,3.02,High
Remote,43,18.3,39.2,12888,5.4,6,77.3,7.22,1.79,High
Remote,45,17.8,36.7,13425,8.1,1.6,96.1,7.56,1.28,High
Remote,21,0,44.1,8061,8.3,1.8,81.1,8.13,2.44,High
Hybrid,26,3.9,41,7770,6.3,6.4,74.6,3.52,1.73,High
Office,25,3.7,48.1,6795,7.5,3.5,70.6,3.89,3.32,High
Remote,31,9.9,49.9,8551,6.5,7.4,62.5,7.1,3.46,High
Remote,27,4.9,42.9,8314,4.9,8,72.3,7.06,2.45,High
Remote,38,12.4,48.1,11063,7,4.4,70.1,5.87,3.54,High
Office,21,0,48.6,6030,5.8,4.8,68.2,3.15,3.92,High
Remote,43,15.4,38.7,11394,5.8,4.8,78.4,6.47,1.64,High
Remote,45,23.7,39.7,13236,6.4,4.9,92.7,7.16,2.62,High
Office,40,13.7,53.5,9489,5.2,2.9,65.9,3.21,2.21,High
Remote,36,9.9,44.1,9643,7.1,3.6,80.7,6.76,3.2,High
Remote,42,20.2,45.1,12327,7.4,6.2,75.5,5.7,4.09,High
Remote,30,7.9,42.9,8600,5.2,9.9,70.2,5.92,4.39,High
Remote,39,17.9,38.1,11993,7.7,4.7,92.8,8.13,3.27,High
Remote,29,6.7,38.4,8324,5.7,5.8,66.3,5.88,3.38,High
Office,45,20.3,50.6,11345,5.2,6.4,55.8,3.31,4.85,Medium
Office,28,5.3,51.9,7648,5.3,6.7,60.4,3.27,2.86,High
Office,39,11.5,38.7,9648,6.1,7,60.8,2.06,3.21,High
Hybrid,30,7,43.5,8366,5.6,7.4,54.5,5.35,4.37,High
Office,33,10.8,52.7,8316,5.8,7,55.9,2.21,4.79,Medium
Remote,31,7.2,33.1,9572,5.8,8.2,73.6,5.66,4.47,High
Remote,43,21.8,37.7,12820,8.1,4.1,71,7.56,4.59,Medium
Hybrid,47,25,41.6,13552,7,6,73.8,4.02,3.55,High
Remote,31,6.4,42.6,8871,7,4,59.7,6.19,1.93,High
Hybrid,23,1.9,42.4,6417,6.5,4.1,73.4,4.03,3.18,High
Office,28,5.2,47.4,6807,7,0.8,68.2,2.36,2.94,High
Office,35,11.2,56.5,9479,7.7,3.7,75.4,3.36,3.1,High
Remote,21,0,49,7023,7.9,2.5,62.3,8.01,1.97,High
Hybrid,38,10.9,39.8,10430,6.4,6.8,68.4,3.82,4,High
Remote,28,6.3,42.9,8032,6.6,6.9,71.4,6.14,3.24,High
Hybrid,48,23.1,44.7,13261,5.1,4.3,68,4.51,2.8,High
Office,39,11.7,51.7,8928,5.6,3.4,64.6,2.58,2.08,High
Remote,26,3.3,45.1,8318,5.4,6.5,76,8.54,2.39,High
Remote,26,3.7,37.6,7960,6.5,3.6,59.5,7.43,2.67,High
Remote,41,15.4,38.4,11724,7.2,2.8,65.2,4.72,2.64,High
Remote,34,12.5,39.4,9939,8.2,3.4,90.6,5.59,3.38,High
Remote,27,6,46.5,8463,5.9,0.1,83.2,5.88,1.68,High
Remote,34,12.7,30,9860,6.9,4.3,85.2,7.65,3.38,High
Office,34,11.2,58.9,8587,5.9,3.8,61.4,3.38,4.08,High
Office,38,16.8,47.6,10644,6,4.8,60.2,2.35,2.27,High
Remote,35,11.6,46.7,10464,8.1,4.1,79.7,6.94,2.66,High
Remote,43,14.7,41.2,12431,5.5,4.6,70.7,6.48,2.34,High
Office,35,10.5,50,8964,7.1,2,55,2.05,2.13,High
Remote,25,2.5,42.5,7865,6,2.8,82.3,7.9,2,High
Hybrid,25,3.1,42.5,7618,6.4,5.7,66.7,4.57,3.54,High
Remote,37,14.6,36.5,11762,7.1,5.2,93.7,5.46,4.38,High
Hybrid,36,13.5,47.5,10780,4,4.7,63.5,3.56,2.72,High
Office,44,20.7,46.4,12131,6,4.4,70,2.42,3.67,High
Remote,41,14,45.6,11021,4.7,7.1,73,8.48,3.92,High
Remote,40,14.2,46.7,11094,5.4,1.2,71.8,7.36,0.53,High
Office,39,13.2,44.1,9207,5.9,7.9,84.2,3.12,5.02,Medium
Hybrid,37,15.9,46.1,11027,4.8,5.9,64,4.06,3.13,High
Office,21,0,48.7,5582,5.5,8.4,88.3,2.71,3.56,High
Remote,31,7.4,45.3,8569,6.1,3,62.9,8.69,1.83,High
Office,53,28,45,12974,6,7.3,81.1,1.93,4.96,Medium
Office,21,0,43.2,6010,7.3,4.3,60.6,0.68,3.64,High
Remote,21,0,31.9,6864,7.8,8.4,80.7,8.86,4.29,High
Office,25,2.7,35.6,7380,7.8,6.4,61.4,2.86,4.86,Medium
Office,44,14.4,31.7,11305,7.8,7.2,84.1,2.68,5.98,Medium
Remote,39,11.9,35.8,9451,7.6,9,65.3,7.51,4.86,Medium
Office,39,14,44.6,10641,6.7,1.8,83.6,4.22,2.77,High
Hybrid,41,19.2,42.6,11973,7.9,5.9,64.1,5.85,2.37,High
Remote,23,1.9,43,7668,5.7,5.7,60.8,7.68,1.92,High
Office,21,0,36.8,6134,5.4,3.2,43.5,3.1,3.25,High
Office,29,7.7,50.7,7784,9,6.6,84.1,4.09,4.38,High
Office,54,31.1,47,13779,6.2,4.9,77.4,3.3,3.18,High
Remote,49,24.2,52.7,14099,4.6,3.1,60.6,8.49,1.58,High
Remote,37,14.2,49.1,11487,5.3,6.9,70,6.67,3.83,High
Hybrid,32,10.6,47,10404,7.9,9.4,85.1,3.88,4.92,Medium
Hybrid,33,9.4,42.1,9326,7.5,3.8,79.6,3.79,3.65,High
Remote,28,6,41.4,8455,6.1,5.3,72.6,7.72,2.42,High
Remote,34,9.5,38.2,9654,5,6,81.3,6.43,2.61,High
Office,37,12.5,42.1,9401,7.4,2.5,83.7,1.52,2.95,High
Remote,24,2.3,41.7,6936,5.5,2.7,82.5,5.9,0.88,High
Remote,46,17,41.7,12129,7.5,3.7,100,5.6,3.78,High
Office,31,6.2,51.5,8081,4.9,5,69.4,2.84,2.94,High
Office,28,5.9,54.6,7359,6.1,1.6,72.6,1.88,3.07,High
Remote,36,9.9,39.4,9858,6.1,3.7,71.6,7.56,1.02,High
Remote,36,13.8,53,10555,5.8,5.3,63.7,7.39,1.78,High
Office,35,13.1,36.5,8501,6.3,5.3,80.1,2.58,4.34,High
Remote,23,1.6,32.7,7954,6.6,5.9,59.1,5.57,3.27,High
Hybrid,31,8.9,49.1,9100,6.4,7.3,64.3,5.42,4.27,High
Remote,30,7.1,37.5,9321,8.5,6.6,99.9,5.46,3.38,High
Remote,21,0,34.3,6278,6,8.5,51.2,8.23,2.59,High
Remote,34,9.2,41.7,9267,7.5,6.8,78.9,4.55,3.25,High
Remote,21,0,46.9,7966,6.5,8.3,64.7,7.76,4.34,High
Office,34,10.5,43.9,9477,5.9,6.1,73.2,1.56,3.96,High
Remote,21,0,39.4,6807,6.3,5.9,68.2,6.33,2.37,High
Remote,34,9.9,39,9375,5.9,5.8,68.6,10,1.72,High
Remote,21,0,41.2,7521,7.6,5.5,60.4,5.33,6.16,Medium
Remote,29,8,40.1,9693,6.5,5.3,87.5,8.08,1.99,High
Remote,35,14,33.1,11127,4.7,4.4,86.6,8.76,3.27,High
Office,21,0,48.2,5000,4.7,6.8,69.4,3.47,2.69,High
Remote,33,8,49.2,8678,5.6,7.5,72.8,6.19,3.46,High
Remote,31,9.5,36.9,9986,7,2.6,75.4,6.46,2.3,High
Remote,30,7.6,43.2,9017,7.1,2.4,72.8,6.57,1.57,High
Remote,33,8.5,49.6,9634,6.2,6.7,74.9,7.56,2.92,High
Remote,21,0,44.3,5953,8.2,3.8,80.8,6.41,2.97,High
Remote,31,7.5,38.8,8772,6,7.7,70.8,7.85,2.8,High
Remote,26,4.3,45.2,7936,7,3.8,76.1,8.36,2.18,High
Remote,36,12.8,40.4,9884,8.6,2.1,66.9,9.07,2.58,High
Office,34,8.4,43.1,8372,6.7,5.5,66.5,2.8,2.81,High
Remote,21,0,33.1,6809,6,4.8,70.8,3.98,3.44,High
Office,35,12.2,43.4,9101,7.4,7.1,81.6,2.29,4.33,High
Office,23,1.3,59,5552,6.1,7.4,75.5,3.13,3.56,High
Office,29,6.1,50.9,8233,7.4,5.3,81.1,2.66,3.67,High
Office,38,12,38.9,9695,5.9,7.7,62.6,1.05,5.07,Medium
Remote,37,11.8,44.2,10689,5.2,3,57.8,5.93,2.67,High
Remote,42,19,43.3,12082,6.6,4.8,73,6.24,3.13,High
Remote,31,6.4,35.3,8790,8.3,8.7,74.4,6.32,4.98,Medium
Remote,30,8.5,38,8253,6.7,8.7,68,7.25,3.88,High
Remote,25,2.5,39.4,8097,6.3,2.3,89.1,6.33,2.22,High
Remote,57,26.3,51.1,14828,5.6,5.3,85.8,7.72,1.63,High
Remote,31,9.1,37.3,10025,6.4,6.4,65.9,7.04,2.62,High
Remote,37,10.2,49.1,10374,6.8,7,64.4,7.57,2.85,High
Hybrid,21,0,46.9,5996,7,5.1,68.1,5.38,3.46,High
Remote,33,10.2,39.6,9666,5.9,2.4,64.1,7.19,1.16,High
Office,35,11.2,48.1,7904,7.1,4.4,76.4,3.4,4.15,High
Remote,43,21.2,38.2,12393,7.5,4.4,72.1,6.6,3.84,High
Remote,32,6.8,41.2,9306,7.6,6,82.4,7.73,3.01,High
Office,22,0.9,43.8,6269,6.2,4.2,73.2,1.69,3.65,High
Office,46,20.4,40,10309,6.7,5.7,69.6,3.05,4.54,Medium
Remote,32,8.7,38.7,10225,7,5.7,70.7,6.26,3.21,High
Office,26,3.4,51.3,6414,6.6,6.5,75.5,3.88,3.33,High
Office,21,0,32.3,5269,9,6.2,74.4,2.12,4.3,High
Office,32,8.3,48.9,9040,4.8,5,73.4,2.31,3.36,High
Office,38,14.1,42.3,10213,6.8,5.5,71.5,3.91,4.12,High
Hybrid,28,6.5,46.4,7384,5.9,1.9,78.2,5.33,3.33,High
Remote,53,27.6,38.6,15647,7.1,0.2,80,4.9,1.79,High
Remote,27,3.7,45.5,8054,7.4,6.9,76.2,7.62,3.47,High
Office,34,10.4,56,8530,5.4,5.1,71.2,3.15,2.58,High
Remote,38,12.3,36.8,9605,6.6,7.9,50.7,6.19,3.83,High
Remote,50,23.3,41,13562,6.8,8.1,85.6,9.81,4.02,High
Remote,45,19.2,45.6,12623,8,7.4,68.8,8.44,3.07,High
Office,41,14.5,50.3,9754,7.4,3.6,65,2.61,2.91,High
Hybrid,32,8.8,48.9,9337,5.1,4.6,52.7,3.55,3.3,High
Remote,22,0.7,46.4,6597,6.2,6.6,69.5,6.65,3.68,High
Office,35,10.1,50.1,8205,6.5,5.4,69.4,3.67,4.97,Medium
Hybrid,21,0,46.2,6175,7,2,75.7,4.72,3.16,High
Office,34,9.9,40.5,8512,7.4,5.8,76.1,2.12,4.34,High
Office,42,15.2,43.6,10254,5.9,4.9,77.7,2.58,2.55,High
Remote,26,4,52.6,8276,4,3.3,68,6.46,1.89,High
Remote,25,3,39.8,8211,5.3,3.2,59.4,6.65,1.67,High
Office,43,19.3,50.2,11517,4,5.3,40,2.25,2.72,High
Office,29,8,42.7,7991,6.3,4.4,71.3,2.83,3.09,High
Hybrid,21,0,45,5863,4.7,4.1,61.2,3.23,3.84,High
Hybrid,33,9.2,48.5,9721,5.2,7.4,79.2,4.32,2.86,High
Remote,27,4.4,34.5,8798,7.6,4,81.9,6.89,2.43,High
Remote,35,12.5,45.6,10317,5.7,6.3,67.1,8.3,2.8,High
Remote,37,12.9,42.4,10966,7.4,4.7,88.9,6.88,3.24,High
Remote,39,17.9,45.1,11906,8.2,5.3,75,6.79,3.82,High
Remote,31,7.8,50,9444,5,5.6,77.5,8.35,2.14,High
Office,30,6.5,54.7,7051,6.3,4.7,77,2.24,3.07,High
Office,41,12.1,39.6,9838,5.5,6.8,72.6,3.92,3.61,High
Office,35,12.4,46.1,10382,6.4,6.6,88.5,2.6,4.79,Medium
Remote,23,1.2,45.2,7856,7.3,4.8,64.1,6.68,2.05,High
Remote,26,4.9,36.2,8391,5.5,5.9,66.1,5.22,3.64,High
Remote,34,11.2,43.5,10178,7.9,4.3,75.7,8.9,2.3,High
Office,34,12.4,51.6,8941,5.7,6.1,63.5,4.6,3.81,High
Hybrid,36,9.7,43.8,9595,6.6,9.6,76.7,4.38,5.59,Medium
Remote,51,27.6,45.8,14279,4.7,2.7,72.7,9.13,2.04,High
Remote,22,0.8,35.6,6796,6.7,4.1,78.8,7.86,2.54,High
Office,34,12.4,40.4,9825,5.7,0.6,80.4,1.91,3.1,High
Office,21,0,49.5,5366,5.4,7.7,54.3,2.15,4.22,High
Remote,38,15.6,32.2,10873,5.6,4.6,70.6,8.05,3.08,High
Remote,35,10.1,41.3,10381,6.3,5.1,76.7,7.63,3.03,High
Office,32,8,49.7,8141,5,4.3,79.7,2.88,3.72,High
Office,40,16.9,53,10611,7.4,4.4,74.1,5.91,2.26,High
Remote,34,9.9,54.3,10367,7.2,4.5,81.4,8.1,2.63,High
Hybrid,28,4.3,45.6,8088,4,2.6,67.2,3.69,1.87,High
Hybrid,29,7,53.3,7933,6.8,7.5,66.2,5.1,3.65,High
Office,26,3.7,46.6,6943,5,5.1,86.2,2.29,2.18,High
Hybrid,47,18.1,47.7,12375,6.1,4.1,80.2,4.22,3.54,High
Hybrid,42,20.1,45.8,12181,7.4,3.4,95.4,3.06,5.25,Medium
Hybrid,33,11.2,44.1,9611,6.1,2.3,76.6,3.73,2.37,High
Hybrid,21,0,49.3,6201,5.7,5.4,68.9,3.51,2.62,High
Hybrid,33,9.7,41,8221,6.5,4.6,80.7,3.89,2.66,High
Remote,21,0,44.5,7276,7,5.1,65.7,7.99,2.57,High
Office,37,14.8,39.2,10330,7.7,2.8,70.1,2.43,3.12,High
Office,42,20.6,52.5,10729,4.6,2.5,72.3,3.76,1.79,High
Remote,30,6,36.3,9013,7.6,6.5,83,5.25,5.96,Medium
Remote,25,4,43.8,8442,5.7,4.2,55,8.33,2.57,High
Hybrid,29,5,46.1,9103,7,1.7,70.6,3.52,2.33,High
Remote,44,15.6,44.4,11474,7.1,3.2,75.8,9.2,2.7,High
Remote,38,14.2,37.2,10612,6.1,5.5,83.2,8,2.13,High
Remote,35,8.8,49.4,10208,6.7,4.7,57.2,6.74,3.31,High
Office,21,0,55.4,5853,6.6,4.2,69.4,3.81,3.04,High
Remote,35,10.9,44.3,11175,6.6,6.9,74.7,6.05,4.42,High
Office,43,14.3,43.2,10285,6.2,5.7,72.2,2.55,4.19,High
Office,42,19.9,54.5,10673,5.9,6.4,63.7,2.1,4.22,High
Office,40,16.3,40.1,11236,6.5,3.1,61.7,2.01,4.01,High
Office,45,16,45.2,11330,6.9,6.7,77.1,4.18,4.68,Medium
Office,22,0.6,44.9,5745,6.9,1.7,78.9,3.26,3.75,High
Office,42,17,52.3,11292,5.7,4.5,71.4,2.88,2.56,High
Office,40,11.6,39,9609,7.4,5.9,80.4,2.14,4.13,High
Remote,33,11.4,55.7,9650,5.8,1.1,63.5,6.5,1.15,High
